,flow,type,area,material,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
11,inflow,detached,urban,concrete,104343.9879,107987.6543,108877.1166,109713.8093,110452.8355,110874.0458,105265.2222,106293.0109,107268.7379,108240.0975,109205.7839,108825.314,109775.7312,110673.1538,111571.5648,112491.4699,109269.7946,110071.3275,110855.2779,111648.0011,112348.0984,113379.6143,114173.623,114986.7104,115857.5264,116781.3664,113419.9773,114552.5868,115658.5436,116605.6147,117422.8845,115687.7264,116410.5102,117139.8437,117877.0944,118612.4069,111497.5163,112280.842,113073.6542,113853.1253,114669.6971,113392.6954,114159.7918,114951.1419,115728.2791,116529.4112
12,inflow,detached,urban,concrete,31929.73304,36325.1982,37392.01299,38434.74999,39457.19155,40557.51329,36416.06934,37188.09246,37939.56402,38677.18139,39378.63539,37835.23375,38451.62433,38990.97617,39499.80043,39989.97995,35966.14126,36329.49507,36680.20028,37022.60277,37361.9806,35565.30974,35844.66527,36128.3315,36409.4407,36698.45528,33217.62502,33577.66862,33923.20377,34205.48317,34432.62648,33402.55639,33599.46524,33781.79291,33945.90309,34087.31151,24669.2673,24804.56698,24940.70386,25080.50918,25215.10785,31543.74697,31684.57605,31813.7416,31947.89281,32074.34695
13,inflow,detached,urban,concrete,19052.42207,18677.97705,19171.26851,19665.84534,20161.72012,20657.19301,19130.64512,19553.95592,19977.02244,20399.42261,20821.25756,19575.32649,19952.68012,20329.27318,20704.7366,21079.26019,19856.4252,20194.4931,20531.18338,20866.36096,21199.88034,20619.48738,20932.02887,21242.68145,21551.53732,21858.05571,20762.11555,21042.1061,21319.67682,21595.39467,21868.30616,20970.18001,21224.22618,21475.89225,21725.34764,21972.08572,21809.02715,22019.36295,22223.98661,22429.2257,22630.46789,21837.96113,22021.14642,22199.8406,22378.67061,22552.94939
14,inflow,detached,urban,concrete,7645.990305,8156.567638,8865.536224,9342.892647,9839.493836,10558.96585,10816.37276,10942.0342,11160.47121,10990.83121,11137.38913,10729.22232,10779.91456,10817.50683,10787.8492,10754.6514,9833.946287,9727.327318,9594.75241,9475.013181,12036.56588,12078.36079,12448.67464,12747.7003,13028.02175,13298.99765,12524.37649,12821.25831,13097.08447,13314.6817,13486.04164,13032.39054,13156.75052,13267.91557,13356.80695,13400.87581,12075.58758,12140.22753,12202.45691,12258.83654,12312.09227,12703.58442,12752.15782,12794.90275,12834.52386,12870.98762
15,inflow,detached,urban,concrete,7339.010494,7340.284652,7559.680979,7803.972362,8051.582206,8332.203668,8180.558894,8503.438683,8848.231464,9219.192192,9612.698742,8908.320273,9213.261737,9532.583273,9869.924625,10222.16887,9166.449666,9434.251767,9723.766151,10026.01836,10335.6421,9512.402015,9736.194475,10003.82864,10285.17276,10580.83428,9468.805447,9737.819299,10008.52951,10266.79674,10514.39914,9620.563206,9812.055234,10005.98522,10207.06475,10396.2694,7033.402938,7171.38141,7307.307438,7443.964804,7579.734027,10323.61743,10501.89309,10679.7201,10860.3525,11040.49686
16,inflow,detached,urban,concrete,33789.42334,33045.30144,33675.94437,34530.5131,35527.3166,36738.54654,33576.56951,34203.82689,34966.58768,35774.82691,36608.77914,35393.49075,36117.22464,36850.62053,37620.85297,38424.57609,34396.92934,35099.13311,35853.1557,36619.86751,37391.3456,34562.73457,35091.35608,35753.75213,36424.33632,37099.77858,33126.34572,33679.83776,34237.87154,34795.75029,35346.95394,33121.05218,33590.33635,34057.78505,34565.73502,35016.47649,32613.77637,33002.98257,33388.53575,33768.22889,34155.35758,37120.02233,37547.18799,37969.82519,38396.81547,38814.80579
17,inflow,detached,urban,concrete,154676.5702,156461.6058,159150.5311,161165.9731,163242.7268,166063.0439,156846.7724,159726.5576,162600.591,165513.4879,168412.7892,166982.5221,169854.0978,173274.442,177034.9984,180842.4106,166887.0927,170470.5823,174348.3735,178253.5135,181038.4172,174182.734,177851.996,181864.3971,185899.289,189841.1485,178584.1391,182235.4419,185974.6504,189886.8877,193882.9898,186612.4463,190180.9623,194074.4246,198697.8706,202611.2321,178534.6269,181071.9553,183583.0008,186119.2022,188597.9982,203727.7219,206506.502,209317.4712,212104.0544,214836.3304
18,inflow,detached,urban,concrete,47758.49206,51537.0726,54621.41987,57910.89137,61452.26609,65426.83467,67021.25362,70958.02338,75167.0663,79648.03244,84403.09388,82654.33145,87053.11183,91713.95091,96608.41152,101758.3675,103722.0972,109034.9165,114630.4107,120543.6599,127044.6615,128113.8599,134308.1406,140837.7599,147676.3471,154834.8902,151741.0489,158592.7702,165707.5783,173079.7519,180702.5251,178456.9687,185782.0194,193348.0703,201144.28,209132.0856,208094.7375,215703.6888,223450.2151,231306.8232,239272.4156,235505.0821,242856.6518,250305.9472,257771.9793,265250.6768
19,inflow,detached,urban,concrete,22890.59864,22882.20576,23362.69829,23804.02011,24232.58478,24556.41738,22317.59452,22572.07775,22797.8669,23013.87258,23212.34756,21002.66585,21167.63238,21369.80603,21562.67699,21752.94142,19151.95271,19296.0189,19432.39057,19570.46891,19628.94112,17726.01218,17806.49718,17889.1049,17968.66746,18045.81522,15629.04957,15679.28353,15728.66412,15771.60751,15811.31231,14258.05574,14285.37564,14311.28322,14337.53786,14332.22712,13938.12235,13947.68199,13952.41143,13954.74809,13952.45016,13196.771,13200.06985,13200.31265,13193.19083,13187.33187
20,inflow,detached,urban,concrete,1042800.088,965931.5691,939034.4012,922603.5988,915473.2633,918151.2805,828868.3423,840272.01,857421.5857,878565.6603,902401.6891,880835.9609,904822.715,928905.8273,952937.3976,976846.2159,888864.3731,909253.4098,929103.9523,948481.2024,967085.8792,941426.3129,957571.7239,973127.206,988152.1117,1002696.642,926523.3636,938913.3365,950652.3703,961703.4746,972150.4717,942475.9187,950627.0595,958209.5048,964940.3426,971387.8099,887617.4908,892165.1101,896137.0467,899570.1395,902553.5567,874283.5974,876095.7079,877428.2255,878365.5214,878874.2751
21,inflow,detached,urban,concrete,37382.36927,39991.10282,41934.14309,43934.16161,46005.17714,48022.10778,46500.0363,48170.41202,49935.29552,51720.40959,53522.17766,51940.03428,53504.91374,55292.21465,57145.5857,59046.13873,55595.10491,57274.76025,58988.87981,60594.26167,62563.16207,61525.62473,63224.63245,65027.52177,66875.80005,68771.32768,65460.57275,67243.57587,69076.93339,70905.51243,72744.70219,71180.75074,72921.14686,74681.71635,76490.25048,78377.73952,66508.64386,67641.70591,68759.73486,69861.32984,70926.21169,74830.47227,75936.00322,77023.69276,78082.70296,79122.25509
22,inflow,detached,urban,concrete,667.2592331,717.7761986,762.2120187,807.2976039,853.5107191,897.0530827,833.8240664,871.7083379,910.9853697,951.4664825,993.1877237,929.5030113,963.1538097,998.0596171,1035.713824,1074.210399,953.0059166,983.1084411,1014.088143,1045.820586,1074.549436,987.2654287,1013.907747,1041.90406,1070.867832,1100.651448,983.9682815,1009.424057,1038.555043,1065.705347,1094.001615,1022.052,1049.007166,1077.140519,1109.571144,1159.582178,1262.795341,1286.137727,1308.537092,1330.564175,1352.017286,1276.583677,1293.970243,1310.28024,1325.886636,1340.778736
23,inflow,detached,urban,concrete,11945.99434,11574.87231,11651.51695,11722.00997,11789.96152,11855.82023,11669.17282,11728.62749,11784.47318,11839.29911,11892.35717,11626.58799,11672.09977,11720.13585,11767.08456,11814.43793,11229.41167,11275.09145,11318.16766,11362.55145,11380.33482,11198.21242,11234.62299,11269.86322,11303.45233,11335.22718,11149.19228,11175.38569,11200.17722,11223.08759,11244.72572,11240.18148,11263.00166,11279.93413,11295.42976,11306.81812,11016.18147,11033.62945,11047.75192,11059.5261,11071.18055,11063.05113,11068.97551,11072.81652,11075.70137,11076.62449
24,inflow,detached,urban,concrete,6099.133212,6224.733238,6316.539493,6394.243091,6453.653153,6519.802786,6107.772621,6191.105606,6273.022141,6351.024816,6425.837743,6134.498048,6207.178198,6269.051022,6331.820905,6394.269188,6140.936436,6203.513716,6269.009044,6335.118019,6445.447282,6338.321091,6402.633108,6471.294715,6540.229197,6609.207857,6542.6067,6609.333615,6679.768712,6746.604146,6813.980293,6715.752282,6784.090744,6853.07923,6926.898037,7020.971953,5352.555747,5385.836033,5419.121583,5451.910601,5486.126506,6688.925071,6744.003042,6800.192411,6856.859207,6912.682219
25,inflow,detached,urban,concrete,27254.89669,29313.58516,30305.84361,31341.11813,32418.62955,33523.9398,34431.09029,35637.45944,36889.71131,38189.44124,39533.38963,39832.03592,41203.91343,42643.73753,44139.51588,45733.9168,45244.70048,46807.23922,48429.95785,50118.50281,51952.41031,53042.68583,54909.00913,56851.15263,58865.0686,60951.03028,60061.26219,62137.61164,64282.11591,66521.30589,68844.65251,69072.22277,71426.78489,73853.71691,76351.29109,78904.43463,83658.42259,86786.77156,90040.21268,93407.50422,96891.73131,95652.02213,99100.14219,102671.9855,106344.1095,110132.2606
26,inflow,detached,urban,concrete,8840.335129,9826.041809,10252.40229,10698.7443,11166.02999,11655.40408,11320.7126,11747.68842,12190.66585,12650.19568,13126.83362,13478.26698,13967.73337,14474.49952,14999.1033,15542.22343,15522.48659,16061.52416,16618.37919,17194.28633,17789.12136,19200.88364,19929.1177,20684.7681,21470.84924,22287.16375,23513.63569,24483.72161,25496.02601,26552.57091,27654.48695,29482.42859,30785.76192,32150.1968,33575.89426,35067.75259,44407.51561,46833.9616,49392.69684,52095.72551,54955.41994,50557.9542,53155.09543,55876.39754,58712.9723,61674.98222
1,inflow,detached,urban,wood,1158.48978,1172.416842,1175.660969,1180.054279,1184.093413,1186.267764,1147.677439,1165.532263,1178.526213,1190.555366,1201.849486,1182.616574,1191.292566,1208.796582,1210.455429,1208.790585,1238.957547,1248.161437,1258.724059,1269.897159,1285.941811,1282.339623,1293.242077,1306.871214,1322.008867,1338.592003,1312.083184,1334.524602,1356.190747,1373.87933,1388.486733,1375.297379,1388.383152,1401.464854,1414.348891,1426.23014,1387.449794,1402.254786,1417.085002,1431.856715,1446.665885,1466.715624,1481.289578,1495.902689,1510.458152,1524.955767
2,inflow,detached,urban,wood,10332.74567,11186.27695,11282.65069,11382.05452,11490.01827,11641.89364,10482.00375,10654.44761,10828.39277,11005.61357,11184.43686,10798.02057,10982.34423,11166.27831,11356.23635,11548.9219,10847.21576,11027.15083,11205.70144,11386.46056,11563.87564,11323.08514,11511.63963,11694.93409,11880.3103,12068.01276,11500.50155,11686.67306,11873.85294,12059.48509,12243.28992,12095.96608,12275.12943,12454.47221,12633.62373,12810.4778,12775.41081,12950.49668,13123.26053,13297.85774,13468.19083,13555.63334,13722.94596,13888.25524,14051.34659,14213.54301
3,inflow,detached,urban,wood,2345.080127,2345.410453,2405.000774,2464.385665,2523.635731,2565.213084,2480.087199,2526.744522,2572.805164,2618.288607,2663.355951,2612.622443,2654.26326,2697.614256,2741.572588,2784.826939,2629.888477,2668.539812,2707.09106,2744.872482,2784.565007,2675.786488,2709.386628,2743.634285,2777.279243,2810.51266,2674.65948,2703.766431,2732.342116,2760.346466,2787.792363,2717.581857,2741.349718,2764.172815,2785.697855,2807.329325,3026.289668,3049.271876,3071.117595,3092.516838,3113.459756,3022.416869,3040.59669,3057.970324,3075.103395,3091.414558
4,inflow,detached,urban,wood,1419.211028,1456.438402,1495.761449,1536.115435,1570.783217,1603.319506,1628.724586,1681.051101,1735.543097,1789.158011,1842.649619,1822.195033,1870.64252,1917.720934,1962.106413,2006.913638,1919.063085,1960.554842,2005.39935,2050.436304,2099.719621,2064.626234,2096.09564,2135.806636,2175.221542,2214.28742,2114.67948,2149.127563,2182.908647,2216.025368,2248.275179,2194.072291,2223.350932,2251.789524,2279.48159,2305.891614,1969.790107,1981.927121,1993.215283,2004.428591,2014.343768,2114.861643,2126.124488,2136.342307,2146.107664,2156.022284
5,inflow,detached,urban,wood,51998.62039,62956.77845,65138.71328,67338.22197,69562.85685,71859.31525,60826.17007,62309.65207,63840.65527,65380.24009,66939.31586,57621.62311,58763.18509,59878.99166,61300.00056,62421.74996,53851.67536,54639.04123,55783.41411,56589.65966,60049.06741,56866.51911,57861.30241,58867.13385,59861.99318,60865.06817,56123.46068,57096.26423,58052.73449,58939.47492,59756.73491,55313.84293,55967.1434,56619.2508,57259.79333,57850.07045,58853.88226,59287.4448,59678.37624,60061.46381,60408.41445,57169.00774,57392.74807,57598.52391,57776.98212,57937.52345
6,inflow,detached,urban,wood,1297.967227,1245.556638,1290.402804,1335.213384,1380.131161,1422.506836,1315.720088,1352.040067,1388.104762,1424.213629,1460.407947,1404.801927,1436.812368,1472.792359,1510.956933,1549.058415,1447.911952,1481.869823,1516.720452,1550.889755,1574.768416,1516.355246,1546.0977,1576.368035,1605.874157,1635.096597,1551.355311,1577.211478,1602.806749,1627.707861,1651.878138,1597.387594,1620.159059,1640.894584,1660.668135,1676.722316,1703.914119,1718.984306,1733.387956,1747.304027,1760.71713,1601.397489,1610.598484,1619.393223,1627.618594,1635.726001
7,inflow,detached,urban,wood,1553.942283,1757.685659,1870.22175,1936.748293,2004.787272,2072.948917,2005.185362,2065.408209,2127.938711,2190.595663,2252.027088,2175.850756,2224.985962,2274.691197,2325.598663,2374.146666,2234.14431,2291.362667,2353.568738,2416.041849,2477.863126,2362.861805,2414.727432,2472.975668,2532.025238,2591.878233,2427.806779,2485.868502,2548.118771,2613.796876,2683.26313,2596.524871,2676.861967,2771.439214,2887.515245,3030.002945,1890.665241,1907.455152,1922.552045,1936.66212,1949.054572,2804.935609,2839.930941,2873.230667,2906.645194,2938.663526
8,inflow,detached,urban,wood,192.9749714,209.5248701,218.0366592,226.8933132,236.009864,245.5826797,253.7855732,264.5294004,275.8175774,287.6543784,300.0258629,315.5167976,328.9879098,342.6490596,357.0635161,371.8893989,369.0812428,383.3645744,398.4182649,413.9631139,429.9566188,441.5879761,457.951633,475.3947296,493.4334253,512.0576632,514.764995,533.7490989,553.3106688,573.6155578,594.670083,610.9909591,633.2262151,656.3521245,680.6227661,705.4500718,857.6094485,901.0458769,946.4598152,994.2243032,1044.087955,1057.373369,1108.62479,1161.847775,1217.215428,1274.423453
9,inflow,detached,urban,wood,470.1707227,542.3378134,566.6956622,592.3752156,619.4579683,648.043664,682.0876867,713.3052437,746.2168516,780.9367708,817.5768118,862.8967866,904.8837578,949.3500954,996.4429659,1046.35307,1099.690386,1155.687896,1215.08656,1278.123561,1345.050274,1433.591584,1512.548631,1596.657283,1686.280889,1781.78803,1881.664543,1991.868092,2109.515948,2235.096891,2369.154949,2493.566476,2645.533135,2807.688403,2980.630329,3164.996721,3540.478166,3762.000918,3998.339679,4250.017273,4516.633002,4367.708762,4627.265692,4901.74105,5191.127503,5495.369864
10,inflow,detached,urban,wood,252.9505446,320.6685584,345.2568346,371.1376552,398.8464061,421.6642478,402.2690204,424.9264476,448.8706461,473.8223221,500.2611888,476.4248067,500.6571426,525.6571292,551.5159919,578.0156007,539.5319828,562.882806,586.7914197,611.0028413,634.601162,620.9175704,643.9722888,667.2499229,690.8590143,714.2765378,675.1866198,696.6128774,717.6611892,737.3556312,755.8157273,731.4701676,747.0933814,761.755696,774.6723822,784.0053229,633.7549285,642.2969372,650.7184852,658.8560127,666.828614,649.0464308,656.1444311,663.050555,669.6935926,676.1963985
11,inflow,detached,urban,wood,5351.382063,5538.251009,5583.867939,5626.778532,5664.680207,5686.28238,5398.628455,5451.339588,5501.380689,5551.197802,5600.72396,5581.211195,5629.954258,5675.979443,5722.055317,5769.233537,5604.006809,5645.114198,5685.319852,5725.975424,5761.880589,5814.782877,5855.504379,5897.204353,5941.864989,5989.245014,5816.852932,5874.939904,5931.659968,5980.231421,6022.145888,5933.156636,5970.225298,6007.629871,6045.440486,6083.151693,5718.257667,5758.431283,5799.091421,5839.067347,5880.946022,5815.453754,5854.795033,5895.380187,5935.236418,5976.323248
12,inflow,detached,urban,wood,1676.081991,1906.812388,1962.812514,2017.548728,2071.219577,2128.978577,1911.582471,1952.108148,1991.555016,2030.274638,2067.095942,1986.078425,2018.43451,2046.746613,2073.456238,2099.187147,1887.964474,1907.037943,1925.447452,1943.421127,1961.236029,1866.923694,1881.587856,1896.478299,1911.234516,1926.405708,1743.687083,1762.58679,1780.724907,1795.542551,1807.465946,1753.394654,1763.730957,1773.301851,1781.916459,1789.339387,1294.95961,1302.061873,1309.208083,1316.546859,1323.612325,1655.820491,1663.213007,1669.993272,1677.035249,1683.673184
13,inflow,detached,urban,wood,1194.701877,1171.221914,1202.154266,1233.167218,1264.261561,1295.330702,1199.606934,1226.151076,1252.679901,1279.166942,1305.618539,1227.49114,1251.153491,1274.768149,1298.311972,1321.796862,1245.117726,1266.316625,1287.429138,1308.446795,1329.360473,1292.966332,1312.56457,1332.044362,1351.411489,1370.632042,1301.909979,1319.467076,1336.872436,1354.16161,1371.274807,1314.956876,1330.887105,1346.668087,1362.310445,1377.782413,1367.557656,1380.74698,1393.578119,1406.447849,1419.066949,1369.371991,1380.858815,1392.064018,1403.277739,1414.206071
14,inflow,detached,urban,wood,479.4497483,511.4660293,555.9226394,585.8557688,616.9956611,662.1108995,678.2518666,686.1315974,699.8289167,689.1914645,698.3815307,672.7870079,675.9657178,678.3229801,676.4632673,674.3815648,616.6477963,609.9621434,601.6488963,594.1405238,754.7653415,757.3861344,780.6070481,799.3577621,816.9356093,833.927434,785.3540115,803.9702936,821.2662586,834.9109187,845.6562212,817.2095589,825.0076806,831.9784002,837.5524264,840.3158095,757.2122374,761.2655525,765.1677101,768.7030532,772.0425088,796.59143,799.6372759,802.3176409,804.8021237,807.0886217
15,inflow,detached,urban,wood,460.200261,460.2801584,474.0376325,489.356177,504.882809,522.4794686,512.9704258,533.2169377,554.8375265,578.0990035,602.7742397,558.6054576,577.7271282,597.7505161,618.9038553,640.9916956,574.7917287,591.5845371,609.7388367,628.6918745,648.1071523,596.4850294,610.5181676,627.3004453,644.9424202,663.4821824,593.7512614,610.6200539,627.5952182,643.790133,659.3162978,603.267389,615.2750951,627.4356756,640.0445766,651.9088499,441.0368224,449.6889056,458.212288,466.7815298,475.2950797,647.3531328,658.5320932,669.6829199,681.0096619,692.3058011
16,inflow,detached,urban,wood,2118.800818,2072.139883,2111.685002,2165.27162,2227.777217,2303.728646,2105.453598,2144.786423,2192.616128,2243.297607,2295.591447,2219.385529,2264.768012,2310.756361,2359.054585,2409.452877,2156.895112,2200.927527,2248.209296,2296.286754,2344.663088,2167.292101,2200.439861,2241.976091,2284.025768,2326.380076,2077.221849,2111.929141,2146.921227,2181.903593,2216.467389,2076.889912,2106.316862,2135.628718,2167.480247,2195.744458,2045.080656,2069.486234,2093.662746,2117.471799,2141.747104,2327.64948,2354.435347,2380.93725,2407.712118,2433.922634
17,inflow,detached,urban,wood,1119.110862,1132.025894,1151.480718,1166.062778,1181.088439,1201.493904,1134.812639,1155.648366,1176.442479,1197.517775,1218.494705,1208.146483,1228.922814,1253.669576,1280.877831,1308.425095,1207.456035,1233.383182,1261.43965,1289.693992,1309.843236,1260.241221,1286.788945,1315.819339,1345.012457,1373.532469,1292.086123,1318.50391,1345.557709,1373.8634,1402.775868,1350.172269,1375.991079,1404.16093,1437.612335,1465.92616,1291.727894,1310.085889,1328.253724,1346.603565,1364.538069,1474.004151,1494.10909,1514.446923,1534.608318,1554.376792
18,inflow,detached,urban,wood,777.4430545,838.9531875,889.1621504,942.710256,1000.359002,1065.059553,1091.014517,1155.099754,1223.617227,1296.561239,1373.967148,1345.499683,1417.105822,1492.97792,1572.653057,1656.48731,1688.454148,1774.939594,1866.026602,1962.286225,2068.113658,2085.518748,2186.353181,2292.64647,2403.969334,2520.500644,2470.137131,2581.6738,2697.493164,2817.502085,2941.590428,2905.035834,3024.27766,3147.442641,3274.354291,3404.384862,3387.498251,3511.361591,3637.464465,3765.35932,3895.028289,3833.701244,3953.374762,4074.639122,4196.175932,4317.918918
19,inflow,detached,urban,wood,1435.378717,1434.852433,1464.982215,1492.655757,1519.529349,1539.835608,1399.4479,1415.405535,1429.563877,1443.108737,1455.554317,1316.993935,1327.338332,1340.01584,1352.110013,1364.040742,1200.943049,1209.976868,1218.528195,1227.186541,1230.853101,1111.52797,1116.574865,1121.754868,1126.74392,1131.581551,980.035755,983.1857277,986.2821885,988.9749984,991.4647294,894.0661659,895.7792884,897.4038503,899.0501744,898.7171592,874.004411,874.6038582,874.9004223,875.0469451,874.9028511,827.5172062,827.7240641,827.7392889,827.2927079,826.9253156
20,inflow,detached,urban,wood,14728.79226,13643.08038,13263.17746,13031.10434,12930.39354,12968.21858,11707.16206,11868.23057,12110.45584,12409.10051,12745.76706,12441.16685,12779.96229,13120.11873,13459.54717,13797.24182,12554.56233,12842.54263,13122.9171,13396.60665,13659.38417,13296.96147,13525.00365,13744.71351,13956.92937,14162.36028,13086.46816,13261.46751,13427.27282,13583.36162,13730.91785,13311.78639,13426.91532,13534.01184,13629.08003,13720.14581,12536.95102,12601.18284,12657.28355,12705.77349,12747.91208,12348.61949,12374.21423,12393.03507,12406.27369,12413.45947
21,inflow,detached,urban,wood,2344.100218,2507.683559,2629.523914,2754.937148,2884.802324,3011.276051,2915.83298,3020.575622,3131.244471,3243.181899,3356.163634,3256.953693,3355.081082,3467.155638,3583.373191,3702.549339,3486.148686,3591.473215,3698.958859,3799.625993,3923.087934,3858.028079,3964.56612,4077.618163,4193.516369,4312.377394,4104.773074,4216.578133,4331.540717,4446.203661,4561.531962,4463.462765,4572.596108,4682.994443,4796.40045,4914.757407,4170.49346,4241.54329,4311.650454,4380.727109,4447.50163,4692.322337,4761.645801,4829.850501,4896.256834,4961.443028
22,inflow,detached,urban,wood,2773.344718,2983.30953,3167.999139,3355.389382,3547.466003,3728.442118,3465.641921,3623.10118,3786.3492,3954.601769,4128.008712,3863.314494,4003.178073,4148.257873,4304.760908,4464.7651,3961.000154,4086.115961,4214.877602,4346.767873,4466.174248,4103.393743,4214.127816,4330.489526,4450.872314,4574.662633,4089.689735,4195.492152,4316.569934,4429.41536,4547.023778,4247.977959,4360.012329,4476.943625,4611.735766,4819.597763,5248.584982,5345.603472,5438.702462,5530.254125,5619.420178,5305.893754,5378.157932,5445.947543,5510.812765,5572.709137
23,inflow,detached,urban,wood,4041.018248,3915.477347,3941.404229,3965.25018,3988.236417,4010.514698,3947.376749,3967.488715,3986.379854,4004.926034,4022.874193,3932.971413,3948.36686,3964.616211,3980.497737,3996.516148,3798.617026,3814.069302,3828.640861,3843.654739,3849.670389,3788.063134,3800.379877,3812.300728,3823.663047,3834.41165,3771.480897,3780.341444,3788.727772,3796.477752,3803.79737,3802.26017,3809.979641,3815.707455,3820.949224,3824.801606,3726.486809,3732.389007,3737.166271,3741.149167,3745.091564,3742.341592,3744.345657,3745.644971,3746.62084,3746.933107
24,inflow,detached,urban,wood,653.2981469,666.7515773,676.5852461,684.9083331,691.2719396,698.3574435,654.2235422,663.1496113,671.9239599,680.2790821,688.2925398,657.0861904,664.8711994,671.4986004,678.2220883,684.9111284,657.7758272,664.4786847,671.4941039,678.5752529,690.3929818,678.9183444,685.8070154,693.1615851,700.5453834,707.9339137,700.8000455,707.9473841,715.4919181,722.6508805,729.8677604,719.3462363,726.6661929,734.0557757,741.9627501,752.0393155,573.3297878,576.8945483,580.4598727,583.9720119,587.6369896,716.4726858,722.3722677,728.3908952,734.4606614,740.4400472
25,inflow,detached,urban,wood,1096.211505,1179.013433,1218.92278,1260.562264,1303.900547,1348.356918,1384.843162,1433.364195,1483.730664,1536.006735,1590.061304,1602.073072,1657.25097,1715.161728,1775.323007,1839.450956,1819.774325,1882.620754,1947.887662,2015.802152,2089.563228,2133.414892,2208.479755,2286.59416,2367.595306,2451.494182,2415.707071,2499.219335,2585.472836,2675.534665,2768.981333,2778.134372,2872.83655,2970.449498,3070.903724,3173.59299,3364.801797,3490.626238,3621.481975,3756.916857,3897.054971,3847.192978,3985.878842,4129.540942,4277.236407,4429.598564
26,inflow,detached,urban,wood,554.3423786,616.1521378,642.887514,670.8758523,700.1774858,730.8641955,709.8770195,736.6509805,764.4283398,793.243634,823.1317098,845.1687032,875.8612009,907.6384973,940.5343213,974.5912323,973.353613,1007.154522,1042.072695,1078.185549,1115.485296,1204.011314,1249.675985,1297.059827,1346.351859,1397.539707,1474.446901,1535.277145,1598.754741,1665.006485,1734.103272,1848.726248,1930.453115,2016.011419,2105.411256,2198.959779,2784.619302,2936.772113,3097.220258,3266.716474,3446.036577,3170.288929,3333.145363,3503.787432,3681.657793,3867.393696
1,inflow,detached,urban,copper,41.11153475,41.60576692,41.72089184,41.87679801,42.02013549,42.09729706,40.72783526,41.36145262,41.82257124,42.24945195,42.65024843,41.96772662,42.27561311,42.89678129,42.95564908,42.89656845,43.96710885,44.29372894,44.66856662,45.06506841,45.63444786,45.50661636,45.89351372,46.37717333,46.91436595,47.50285466,46.56213144,47.35851407,48.12738446,48.75510237,49.27347793,48.80542495,49.26980211,49.73403483,50.19125294,50.61288496,49.23667988,49.76206728,50.28834982,50.81255623,51.3380919,52.04960061,52.56678913,53.08536723,53.60189953,54.11637902
2,inflow,detached,urban,copper,170.6129316,184.7063273,186.2976379,187.9389807,189.7216639,192.2294099,173.0774614,175.9248316,178.796991,181.7232375,184.6759441,178.2954894,181.3390172,184.3761124,187.5126745,190.6942729,179.1077937,182.0788578,185.027062,188.0117327,190.9411871,186.9652861,190.0786729,193.1052068,196.1661144,199.2654326,189.8947625,192.9688018,196.0594913,199.1246249,202.1595859,199.7269941,202.6853156,205.6466,208.6047262,211.5249172,210.9458957,213.8368906,216.6895444,219.5724705,222.3849879,223.828827,226.591471,229.321036,232.0139788,234.6921447
3,inflow,detached,urban,copper,76.44598868,76.45675681,78.39930918,80.33516487,82.2666255,83.62198295,80.84701064,82.36796727,83.86947304,85.35216299,86.82128877,85.16745479,86.52488109,87.93805658,89.37103027,90.7810553,85.73030083,86.99027464,88.24698574,89.47860172,90.77251671,87.22650509,88.32181771,89.43823844,90.53501208,91.6183701,87.18976634,88.13860798,89.07013117,89.98302969,90.87772352,88.58896952,89.36376505,90.10776275,90.80944583,91.5145983,98.65236715,99.40155165,100.1136883,100.8112706,101.4939774,98.52611991,99.11875399,99.68510759,100.2436192,100.775338
4,inflow,detached,urban,copper,27.28038977,27.99598261,28.75185897,29.52755226,30.19394406,30.81936385,31.30770594,32.31353783,33.36099509,34.39159289,35.41982046,35.02663785,35.95790622,36.86285795,37.7160455,38.57733992,36.88865708,37.68622085,38.54823196,39.41394229,40.36127715,39.68670428,40.2916162,41.05494978,41.81259187,42.56352485,40.64883889,41.31100761,41.9603551,42.59693208,43.21684511,42.17494514,42.7377457,43.28439864,43.81670167,44.32436102,37.86374316,38.09704354,38.31402712,38.52957181,38.72016353,40.65234047,40.86883739,41.06524656,41.25295842,41.44353947
5,inflow,detached,urban,copper,103.5233075,125.3397472,129.68373,134.0627002,138.4916939,143.06368,121.0979495,124.0513926,127.0994449,130.1645822,133.2685238,114.7180629,116.9907823,119.2122256,122.0412919,124.2745666,107.2125281,108.7800835,111.058399,112.6635417,119.550827,113.2147372,115.195237,117.1977324,119.1783836,121.1753912,111.7353929,113.6721335,115.5763564,117.3417552,118.9688264,110.1235365,111.424183,112.7224543,113.9977012,115.1728755,117.17135,118.0345235,118.8128232,119.5755068,120.2662459,113.8169575,114.2623989,114.6720751,115.027365,115.3469844
